A1,A2,A3,A4,A5,C1,C2,C3,C4,C5,E1,E2,E3,E4,E5,N1,N2,N3,N4,N5,O1,O2,O3,O4,O5,gender,education,age,group
5,4,4,3,1,4,5,1,5,6,6,6,1,4,1,4,4,3,5,6,2,5,3,6,3,2,3,20,
2,5,3,5,5,5,3,5,2,4,4,6,2,2,4,3,5,1,2,4,5,2,5,6,2,2,3,54,
4,4,5,3,4,1,1,4,6,5,6,6,1,2,2,2,4,2,6,2,2,5,4,3,3,1,5,25,
4,5,3,4,3,4,2,5,5,5,5,4,3,3,4,4,5,5,4,3,4,4,3,4,4,1,4,46,
1,5,5,6,4,5,5,5,2,1,4,3,3,4,4,1,2,2,2,NA,4,2,2,4,2,2,5,51,
1,3,3,5,3,5,5,6,2,1,6,5,1,2,5,2,4,3,3,2,3,4,2,3,3,2,5,38,
5,6,6,6,5,5,5,4,1,4,1,1,5,6,6,1,2,4,1,2,6,1,5,6,2,2,3,32,
1,4,3,6,4,6,6,4,1,2,2,5,5,2,4,3,3,3,4,1,5,2,5,5,1,1,4,24,
2,3,4,6,5,4,4,4,2,2,5,2,3,2,4,3,2,3,2,1,4,3,5,6,2,2,1,54,
4,4,2,1,3,5,4,2,3,5,4,6,2,2,3,2,3,5,3,2,6,1,4,6,1,1,4,38,
3,6,5,6,5,5,5,6,3,1,2,1,3,6,5,4,3,4,2,6,4,4,3,4,4,2,3,29,
4,5,5,5,6,3,5,3,5,6,6,6,6,1,4,1,4,2,5,1,6,6,5,6,3,1,5,24,
1,5,4,6,4,3,2,2,4,5,3,2,5,5,4,4,5,4,3,3,4,2,4,6,4,2,5,23,
6,2,4,6,3,4,4,5,5,5,6,6,2,3,NA,5,5,5,4,1,5,2,3,6,4,1,1,25,
2,6,6,6,6,4,3,4,4,5,4,2,6,6,3,4,2,3,4,1,6,2,6,5,2,1,2,19,
2,4,2,4,4,2,5,2,2,6,2,5,1,3,2,3,6,4,4,4,2,3,1,2,5,2,3,28,
1,6,6,6,5,5,3,5,1,1,1,3,5,4,6,2,5,4,1,2,5,1,5,5,3,2,3,20,
3,6,6,4,3,1,6,6,1,1,1,1,5,3,1,1,6,2,2,3,5,4,6,4,2,2,3,29,
1,4,5,5,5,5,3,4,6,4,5,6,5,2,4,4,4,5,5,3,5,2,2,6,5,2,3,16,
3,4,4,4,4,4,5,5,5,5,4,3,3,4,4,6,6,5,5,6,4,5,5,5,4,2,2,23,
4,5,1,2,2,5,4,4,2,6,2,3,5,2,5,6,6,6,4,6,4,3,3,4,3,2,2,23,
2,6,4,6,5,5,5,5,1,4,1,2,4,6,6,5,4,4,1,4,NA,2,4,6,2,2,3,20,
3,5,5,4,5,3,2,2,4,6,2,2,5,6,5,4,3,2,3,2,6,2,5,5,2,2,3,19,
2,5,4,6,3,5,3,4,3,4,2,4,2,2,6,5,5,2,4,1,6,1,6,6,1,2,NA,13,
1,5,2,4,2,5,4,4,4,6,5,NA,2,2,2,1,2,3,4,NA,5,5,3,6,3,1,3,20,
4,5,4,3,3,5,2,4,5,5,4,5,2,5,2,6,6,6,5,5,4,4,5,6,4,2,3,27,
5,4,2,2,3,4,4,6,3,5,5,6,2,3,2,1,2,1,2,1,3,4,4,6,2,1,3,21,
2,6,5,4,6,5,4,5,5,5,1,2,5,5,5,2,5,2,1,2,6,4,5,1,2,2,1,16,
2,5,5,5,5,5,5,5,2,3,1,2,5,5,5,2,3,3,4,4,5,4,4,5,2,2,4,28,
1,5,4,4,4,4,3,4,2,2,3,3,3,3,4,2,4,2,2,2,3,2,5,6,2,2,3,33,
4,6,5,5,5,3,2,1,5,6,2,6,1,1,1,6,6,6,6,6,4,2,2,6,3,2,3,27,
2,5,6,6,5,3,4,2,2,2,2,2,5,5,5,2,2,1,1,2,3,3,5,2,2,2,3,52,
1,4,5,3,4,4,5,4,2,4,4,5,2,3,3,3,4,2,5,4,4,3,4,4,2,2,5,36,
1,5,5,4,5,5,6,5,2,2,4,5,2,4,3,2,3,2,5,3,4,2,4,5,2,2,5,36,
1,6,6,5,4,5,5,4,2,4,1,3,5,5,4,5,4,5,4,5,6,3,5,6,2,2,5,29,
2,4,5,6,5,6,6,5,4,1,1,1,3,6,6,2,2,4,1,1,5,1,5,5,6,2,3,20,
5,2,2,6,6,6,5,5,5,2,2,NA,5,5,2,1,2,1,2,1,5,5,4,5,NA,2,5,35,
2,4,4,1,3,5,6,5,1,3,4,4,3,4,4,5,6,1,6,1,3,1,5,6,1,1,4,37,
1,6,5,5,6,5,3,5,1,4,1,2,4,5,4,2,4,2,2,2,5,2,5,5,2,2,5,42,
3,4,5,4,5,4,3,3,3,5,1,2,4,4,6,4,3,2,4,2,6,1,6,6,1,1,3,19,
2,6,5,5,6,4,4,4,3,4,4,3,5,5,5,2,4,4,5,3,5,3,5,5,3,1,4,30,
2,5,4,1,6,5,3,5,4,5,2,3,6,4,4,2,3,3,3,1,6,4,6,5,1,1,3,18,
1,4,5,NA,5,4,1,6,5,3,1,1,NA,6,4,6,6,5,2,6,3,3,NA,5,5,2,NA,9,
2,5,5,6,3,4,5,5,1,2,5,3,2,3,5,3,4,4,3,4,5,2,3,5,3,2,4,27,
4,6,6,6,5,6,6,5,1,1,3,1,4,6,6,6,6,3,1,1,5,3,6,6,1,1,2,18,
4,2,1,4,1,3,2,1,2,1,6,6,2,1,5,1,1,1,1,1,5,1,6,4,1,1,2,24,
2,4,2,2,4,2,2,4,2,5,5,6,3,2,2,1,2,1,2,1,4,1,5,6,1,2,3,20,
5,3,2,2,3,5,3,5,3,4,4,4,4,3,3,4,4,4,3,4,4,3,3,4,3,2,NA,14,
5,4,4,6,4,6,6,3,2,2,2,2,4,6,4,4,4,5,1,1,4,1,2,4,4,2,3,21,
4,4,4,5,4,4,4,4,2,4,4,4,4,4,4,4,5,5,2,3,4,3,4,4,2,2,3,21,
2,6,6,6,5,5,5,5,1,3,2,2,5,6,4,1,1,1,2,1,5,1,4,4,2,2,5,66,
2,5,5,6,6,5,5,2,2,2,2,2,5,6,4,1,1,4,5,4,5,5,5,5,2,2,1,22,
4,5,4,5,4,5,5,6,1,1,2,1,3,5,5,3,2,2,4,5,5,4,4,4,4,1,1,49,
4,5,NA,6,5,6,5,4,3,4,3,4,4,5,5,5,5,5,4,3,5,3,5,5,4,2,3,42,
2,1,4,2,4,6,6,5,6,3,5,5,6,4,2,4,2,6,2,2,5,1,5,6,1,2,4,19,
2,1,4,1,4,6,6,5,6,3,5,5,6,3,2,2,2,6,2,2,5,1,5,6,1,2,4,19,
1,5,6,5,6,1,1,1,6,6,6,6,6,5,2,6,5,6,6,6,6,1,6,6,1,2,5,32,
1,6,6,5,6,5,5,5,2,4,1,1,6,6,5,2,3,4,3,2,4,1,6,4,1,2,3,29,
6,6,1,6,5,2,3,4,3,1,1,2,6,1,6,3,4,3,1,2,6,1,6,6,1,2,4,31,
3,6,6,5,6,5,6,1,3,6,3,2,6,6,6,3,6,1,5,1,6,1,6,6,1,1,2,21,
2,6,6,5,5,5,5,4,2,2,2,2,5,5,6,1,2,2,2,1,6,2,5,5,1,2,2,27,
4,2,5,6,1,6,2,1,4,6,1,2,4,5,4,6,6,6,1,5,5,6,3,5,4,2,3,23,
1,5,5,4,4,5,5,4,3,4,4,2,4,4,4,2,2,4,4,4,5,2,5,6,1,2,3,20,
2,6,4,1,5,5,4,3,2,4,4,5,3,4,4,2,5,3,2,3,5,5,3,2,4,2,2,57,
4,5,4,2,6,6,6,6,2,2,5,2,5,4,5,2,3,4,5,4,6,1,6,6,3,2,2,38,
1,3,5,5,5,3,3,4,4,4,5,4,6,5,3,1,4,2,5,4,5,2,6,5,1,2,2,18,
2,5,4,5,4,5,5,4,5,5,3,6,4,5,4,6,6,6,6,6,4,5,5,4,4,1,2,23,
1,6,4,4,5,5,5,6,2,1,4,2,4,6,4,2,5,5,3,1,4,4,4,6,3,2,3,34,
1,4,3,6,5,5,4,2,4,5,5,5,1,1,5,6,5,5,6,4,6,3,4,6,1,1,4,67,
4,6,4,5,5,5,4,2,2,6,1,1,5,6,6,4,5,6,3,5,5,4,4,5,4,2,3,30,
2,5,3,4,4,5,5,3,3,3,2,4,4,3,6,4,4,3,4,3,6,2,6,5,1,2,5,31,
1,5,2,4,2,6,4,5,1,2,5,6,1,1,2,2,1,2,4,4,6,2,5,6,1,1,4,54,
2,4,3,5,4,4,4,6,2,1,5,2,4,5,4,1,2,1,2,1,5,2,5,2,5,1,5,32,
2,5,6,6,5,6,5,3,1,5,3,1,5,6,NA,3,6,4,2,3,5,1,4,5,1,2,3,47,
2,4,4,4,2,6,6,5,1,2,2,1,4,5,5,2,3,5,6,2,6,4,4,6,1,2,3,20,
4,2,1,1,2,1,2,1,5,6,6,6,4,1,1,6,6,4,6,6,5,3,1,6,4,2,1,20,
2,5,6,5,6,6,5,6,1,1,2,1,4,5,6,5,5,5,2,3,6,2,5,5,1,2,3,34,
3,5,4,4,4,5,5,4,2,5,2,4,2,5,6,5,6,4,3,3,5,1,5,6,2,2,NA,14,
3,3,2,5,2,5,5,1,4,6,3,5,5,4,5,6,6,6,5,NA,6,3,4,6,4,2,2,32,
4,5,5,5,4,4,3,5,3,2,1,1,5,5,5,1,1,3,4,1,6,1,6,5,1,1,3,27,
4,4,5,2,6,5,2,4,3,6,5,6,5,2,5,6,6,5,4,4,5,3,5,6,1,1,3,19,
4,4,5,1,5,3,5,2,2,5,1,2,5,5,4,1,2,4,1,2,4,5,3,4,NA,2,3,20,
1,4,5,6,4,4,5,5,2,6,3,3,4,4,4,2,3,1,2,1,5,3,4,5,3,1,3,21,
5,2,4,3,3,2,1,4,4,3,2,2,4,5,3,4,4,6,2,1,4,1,5,4,2,2,3,23,
3,5,2,4,5,5,4,5,3,2,4,5,2,2,5,1,1,1,1,1,6,2,5,5,1,1,4,42,
1,6,5,6,4,4,3,2,4,5,1,2,5,6,5,5,5,5,4,4,4,4,5,5,2,2,3,27,
2,6,5,3,5,5,2,3,6,5,4,5,4,4,5,5,4,5,4,4,5,6,5,5,5,1,3,19,
3,5,4,6,5,5,5,3,2,4,3,3,4,6,4,6,6,4,3,3,5,2,4,6,3,2,3,21,
1,6,6,5,5,NA,5,5,3,4,5,4,5,2,3,2,4,2,2,5,4,4,5,6,3,2,5,47,
1,5,5,6,5,4,5,2,3,4,5,4,2,3,3,2,4,4,3,4,4,2,2,5,4,2,5,58,
1,5,3,4,4,6,6,6,1,6,1,6,3,1,4,6,6,6,6,6,6,3,5,6,4,2,3,20,
3,4,5,6,3,6,6,5,1,2,3,1,5,5,5,2,2,2,1,1,6,2,5,2,1,1,3,29,
3,6,6,3,6,2,3,3,4,4,2,2,5,4,5,4,5,5,2,2,4,4,5,5,2,2,3,18,
4,5,2,1,4,5,2,2,3,6,2,3,4,5,5,4,5,2,4,6,5,1,5,2,2,2,1,18,
5,6,5,3,6,5,6,4,2,4,2,4,4,4,6,1,2,1,3,4,5,5,3,4,4,2,2,21,
1,6,5,6,6,6,5,5,2,5,4,2,5,6,5,4,5,4,4,6,6,3,6,6,2,2,5,36,
4,4,5,2,5,5,6,4,3,2,3,2,5,5,5,2,4,4,3,2,5,3,4,4,3,2,3,18,
1,6,6,6,6,5,5,5,1,4,2,1,5,6,5,2,4,1,1,1,5,5,6,6,2,2,5,53,
4,5,6,5,6,3,2,2,3,6,6,4,4,5,4,5,4,5,5,2,4,6,1,6,6,1,4,23,
4,3,3,2,2,4,3,5,2,2,5,5,2,3,3,2,5,6,3,5,2,4,2,3,5,2,3,19,
6,4,5,6,5,4,6,6,5,4,1,2,1,5,4,5,6,5,2,4,6,5,5,5,3,1,3,22,
6,NA,6,4,5,6,4,5,6,3,4,4,6,6,3,6,4,6,2,5,4,4,3,6,5,2,2,19,
1,5,5,4,6,6,6,5,2,1,4,1,5,5,5,1,1,3,3,3,6,1,6,5,2,2,3,20,
3,3,3,4,4,4,3,3,4,5,2,3,4,4,4,3,4,2,4,2,4,3,6,6,2,2,4,24,
1,6,4,3,5,4,5,4,2,5,2,2,4,5,4,2,3,4,2,2,4,1,5,4,2,2,2,23,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,20,
1,6,6,3,6,6,5,5,2,5,2,2,5,5,5,5,6,5,5,5,4,2,4,6,1,2,4,33,
5,6,6,1,6,5,6,5,NA,6,1,5,5,5,5,2,3,6,6,4,6,2,5,6,2,1,1,16,
1,6,6,6,6,5,5,3,5,5,5,2,4,5,6,2,2,5,2,1,5,3,5,6,2,1,1,17,
1,4,3,3,4,5,4,5,2,4,2,4,4,2,3,2,2,2,4,1,6,2,6,6,1,2,3,21,
1,6,6,1,1,5,6,6,4,6,1,6,6,1,6,6,6,6,6,6,6,6,4,6,1,2,5,31,
3,4,4,4,4,6,5,4,1,1,3,4,5,5,5,1,1,1,1,1,5,2,5,4,2,2,2,57,
1,6,6,6,6,5,6,2,5,2,5,2,5,6,6,2,5,4,4,4,5,2,6,6,2,2,3,20,
6,5,5,6,6,5,6,6,5,6,3,6,5,6,6,5,6,4,5,5,5,6,5,6,2,2,2,19,
6,5,5,6,6,5,6,6,5,1,3,6,5,6,6,5,1,4,5,5,5,1,5,6,2,2,2,19,
6,2,5,6,6,5,6,3,5,1,3,6,5,6,2,5,1,4,5,5,5,1,5,6,2,2,2,19,
6,2,5,6,6,5,6,6,1,1,3,6,5,6,2,1,1,4,2,5,5,1,5,6,2,2,2,19,
6,2,5,6,6,5,4,6,1,1,3,6,5,6,2,1,1,4,2,5,5,1,5,6,2,2,2,19,
6,2,5,6,6,5,4,6,1,1,3,6,5,6,2,1,1,4,2,3,5,1,3,6,2,2,2,19,
6,2,5,6,6,5,4,6,1,1,3,6,5,6,2,1,1,4,2,6,5,1,6,6,2,2,2,19,
6,2,5,6,6,5,4,6,1,1,3,6,5,6,2,1,1,1,2,6,5,1,6,1,2,2,2,19,
6,2,5,6,6,5,4,6,1,1,3,6,5,6,2,1,1,6,2,6,5,1,6,6,2,2,2,19,
6,2,5,6,6,5,4,6,1,1,3,1,5,6,2,1,1,6,2,6,5,1,6,6,2,2,2,19,
3,4,4,1,4,5,4,5,4,3,4,3,3,3,5,1,2,2,2,3,4,3,2,2,5,2,3,19,
1,5,1,6,2,5,5,5,3,5,4,6,1,3,4,5,5,6,5,5,4,3,5,5,5,1,5,42,
2,5,5,5,2,5,6,5,4,4,1,6,5,5,6,6,6,6,6,6,4,4,6,2,6,2,5,46,
2,5,5,6,5,5,6,6,4,2,1,3,3,5,6,5,4,5,3,6,6,4,NA,6,2,2,2,20,
2,5,4,4,4,4,4,5,3,3,4,4,4,4,2,3,3,4,2,4,4,4,4,4,3,2,3,20,
4,5,4,4,3,4,3,3,2,4,2,4,4,2,5,5,5,5,6,2,4,2,5,5,4,2,4,20,
1,1,4,6,6,6,6,4,1,1,5,2,NA,6,5,1,2,4,1,1,4,1,4,1,3,2,3,21,
3,6,5,6,6,6,5,5,1,2,3,2,5,5,6,1,2,1,1,2,6,3,4,4,2,1,2,25,
4,5,4,4,4,5,5,4,2,3,2,4,4,5,5,2,2,5,4,3,4,5,4,5,2,2,2,19,
1,6,6,4,5,3,2,5,4,2,1,2,5,3,6,1,1,2,NA,2,5,2,6,6,1,2,5,52,
5,5,NA,5,4,5,5,5,2,5,5,4,1,4,6,2,4,2,2,2,3,4,4,4,2,1,3,20,
4,4,4,4,3,4,4,4,3,2,3,4,1,2,5,2,2,2,2,2,4,3,5,6,4,2,3,19,
2,5,5,6,5,5,5,5,1,1,3,2,5,5,6,1,1,1,2,2,6,4,4,4,5,1,3,34,
5,4,3,4,3,4,2,2,3,2,6,4,4,4,2,2,4,1,4,2,6,1,4,6,1,1,3,29,
4,4,4,5,5,4,4,4,2,5,2,2,5,4,5,2,1,2,2,2,3,3,3,2,2,2,2,36,
4,1,5,2,5,6,5,2,2,3,6,4,5,3,3,4,5,4,5,2,6,1,6,6,2,1,1,18,
3,5,3,6,4,4,3,2,2,5,2,4,3,3,2,1,1,5,4,2,4,3,2,3,3,1,3,25,
3,5,1,4,4,4,4,4,2,2,3,4,4,4,3,2,4,5,3,5,3,2,4,4,4,2,3,30,
2,4,6,5,5,5,5,5,5,1,2,2,6,5,6,3,2,3,2,2,6,2,5,5,2,1,5,32,
2,4,4,6,4,5,6,1,4,6,4,4,1,4,4,6,6,5,5,3,2,5,6,6,4,2,3,32,
3,2,2,2,4,5,5,5,3,2,2,2,5,5,5,2,3,2,3,1,6,2,5,6,2,2,1,16,
5,3,1,1,3,5,2,5,3,5,3,5,4,3,4,4,5,2,3,4,3,3,3,6,3,2,3,19,
1,6,4,6,4,6,6,5,2,1,1,4,5,5,5,4,4,4,4,5,6,1,6,6,3,1,5,29,
1,5,5,6,3,5,4,2,2,NA,1,4,4,5,4,3,5,3,2,2,4,1,6,6,1,2,4,30,
2,5,4,6,4,5,3,4,3,3,3,3,4,5,4,2,2,2,4,3,3,3,4,5,4,2,3,27,
2,6,5,6,5,5,5,5,5,4,3,2,2,4,5,4,3,5,6,2,6,1,6,6,1,2,5,41,
3,4,3,1,3,4,3,4,3,4,1,3,4,1,5,4,4,3,4,4,6,1,6,6,1,2,4,28,
5,4,5,4,4,4,4,5,2,3,4,3,3,4,4,2,2,1,3,1,5,2,5,6,2,1,5,26,
2,5,6,6,6,5,5,5,5,1,3,NA,6,4,6,2,2,1,1,3,6,4,6,6,3,1,5,35,
4,4,5,6,2,5,5,5,2,5,4,4,5,6,5,5,6,5,5,1,5,1,6,6,2,2,4,43,
2,5,6,5,5,4,4,6,2,4,3,6,3,2,5,5,6,3,4,2,4,1,5,6,2,2,5,37,
1,5,5,5,NA,1,6,6,4,5,4,6,1,5,4,4,6,6,6,5,5,6,6,6,5,1,5,23,
1,6,6,6,6,6,6,6,1,1,5,1,5,5,6,1,1,5,6,1,5,1,5,5,4,1,5,20,
3,6,NA,6,4,6,5,6,1,6,4,3,4,NA,6,4,3,4,5,4,6,4,4,6,2,2,2,24,
2,6,5,6,5,6,6,6,1,1,5,1,5,6,6,1,1,1,6,1,5,1,5,5,1,1,5,21,
3,4,2,4,1,6,6,5,1,1,6,6,1,2,5,2,4,2,2,5,4,2,2,6,1,2,4,22,
1,5,5,5,5,4,4,4,3,6,2,3,4,4,5,1,1,5,4,3,5,2,6,6,1,2,3,20,
4,4,5,5,6,5,5,4,2,3,4,5,5,3,4,1,2,3,3,2,6,2,4,5,3,2,3,27,
1,5,4,5,4,6,5,6,2,4,5,5,2,5,5,3,3,2,2,1,4,4,4,6,2,2,2,55,
1,4,4,3,6,5,4,4,4,4,3,6,2,5,5,3,5,2,2,3,2,4,5,6,1,2,3,39,
2,4,4,2,6,3,3,5,5,5,3,1,4,5,3,4,6,6,6,2,6,3,5,6,3,2,5,31,
2,5,2,1,2,6,6,3,1,1,1,2,5,5,6,1,1,2,1,1,6,1,6,6,1,2,5,33,
2,5,4,5,5,5,5,5,1,2,3,2,5,5,5,2,2,2,2,4,5,3,5,5,1,2,4,24,
2,4,4,3,4,5,4,3,3,4,3,4,5,4,3,3,4,4,3,4,6,4,6,NA,3,2,4,22,
2,4,4,4,5,5,4,4,2,5,4,4,3,3,5,4,3,2,3,2,5,2,4,5,2,1,3,50,
3,6,5,6,5,4,4,4,2,2,1,2,5,6,5,1,1,2,1,4,5,1,5,5,5,1,4,22,
1,6,6,6,6,5,4,4,3,4,1,1,6,6,4,1,1,1,1,3,6,4,6,6,6,2,3,52,
2,4,4,5,3,4,4,2,5,5,3,3,3,5,4,4,4,4,4,4,3,3,3,5,3,2,5,32,
2,4,3,3,3,4,3,4,2,5,5,4,3,2,3,1,2,1,3,1,3,2,3,5,3,1,5,25,
4,3,5,3,4,4,3,3,3,3,3,4,4,5,3,4,4,5,1,5,2,4,3,5,4,2,3,23,
3,3,4,3,5,6,4,4,5,6,2,5,4,5,4,4,4,4,4,4,4,4,5,6,4,2,2,19,
1,5,5,6,5,5,5,6,4,2,1,1,4,6,5,1,2,2,2,4,5,1,6,6,2,2,5,33,
2,3,4,5,5,4,4,2,4,2,2,3,4,5,4,3,3,2,2,2,6,1,5,5,3,1,4,46,
1,5,NA,5,5,6,5,5,2,4,4,3,2,2,5,4,5,5,5,2,3,2,5,6,1,2,5,51,
1,6,2,5,2,5,4,1,4,6,5,6,1,2,1,4,5,5,6,2,2,4,5,6,2,2,4,37,
1,2,3,4,2,5,4,4,4,4,4,5,3,2,4,2,2,2,2,2,4,3,5,6,4,2,3,19,
2,4,6,5,1,NA,6,5,5,4,3,2,5,5,5,3,3,3,NA,4,6,3,6,4,2,1,2,20,
5,4,1,4,3,6,3,4,5,5,1,2,2,5,5,1,3,1,1,3,6,1,6,6,3,2,4,44,
2,6,6,4,5,6,6,6,2,1,1,2,4,5,5,2,3,4,1,2,5,2,5,6,1,2,3,31,
5,5,5,6,6,6,6,5,2,1,2,1,6,6,6,1,2,3,3,2,6,2,6,5,3,2,3,22,
6,2,6,6,6,5,5,6,6,5,4,4,6,5,4,1,2,1,2,4,6,4,4,4,4,1,3,20,
2,6,6,6,6,4,3,NA,6,6,1,5,5,6,3,1,4,2,4,1,3,6,5,5,6,1,4,22,
2,4,5,6,5,5,5,5,1,2,1,2,4,6,5,1,2,2,2,3,5,3,4,5,3,2,3,19,
3,5,4,5,3,3,2,2,5,6,5,6,2,3,2,3,3,4,5,5,4,2,5,6,2,2,3,19,
1,6,6,6,5,6,5,5,2,6,1,1,2,5,5,3,4,5,2,6,5,3,2,5,2,2,3,40,
1,5,5,6,4,6,5,5,1,3,3,4,3,3,6,4,5,4,3,2,4,2,4,5,2,2,5,30,
1,6,6,6,6,6,6,6,1,1,1,1,6,6,6,1,1,1,1,1,6,1,6,6,1,1,5,53,
2,6,6,6,6,3,2,2,4,6,4,4,6,5,5,1,1,1,3,1,6,2,5,6,6,1,3,20,
2,4,5,6,6,5,3,5,2,2,2,4,4,3,6,2,3,2,3,1,4,2,4,5,NA,1,4,70,
1,6,6,5,5,5,3,5,2,2,2,2,5,6,6,1,5,1,3,1,6,2,5,5,1,2,4,56,
1,6,5,4,5,2,2,3,5,4,1,1,4,6,3,6,6,5,2,5,4,2,4,4,5,2,2,31,
4,4,3,4,2,5,5,5,2,3,5,3,3,3,5,2,3,4,4,2,5,3,3,4,3,1,3,20,
3,4,3,2,2,5,5,5,2,5,6,6,2,1,5,5,5,2,6,4,6,1,5,6,1,2,2,25,
3,5,3,5,3,4,2,4,5,2,2,3,4,4,6,5,5,5,5,5,4,1,4,2,2,2,3,20,
2,5,6,5,6,5,4,3,3,4,1,1,5,6,4,2,4,2,3,2,4,4,5,5,2,2,3,31,
3,3,NA,NA,5,1,NA,NA,NA,1,NA,1,NA,5,2,NA,5,5,NA,NA,NA,1,NA,1,NA,2,NA,13,
1,5,5,4,5,4,5,4,2,2,3,1,5,5,5,2,2,1,5,2,4,1,5,6,2,2,4,27,
3,3,5,5,5,1,6,6,2,1,1,1,1,5,2,5,5,5,4,3,5,1,1,1,1,2,NA,13,
3,5,5,4,4,4,3,4,3,3,3,2,3,5,3,2,4,3,3,3,4,4,4,5,4,2,3,31,
4,4,4,5,5,4,3,2,5,5,4,3,4,4,4,3,3,5,4,5,4,4,5,3,3,2,3,21,
1,6,6,6,6,5,4,6,2,4,5,1,6,5,6,2,3,3,4,4,5,1,5,4,1,2,3,20,
1,4,5,6,5,3,4,2,2,2,5,4,5,4,4,1,3,2,2,5,6,2,4,5,2,2,3,18,
3,NA,1,4,5,3,2,3,3,3,5,3,4,2,3,2,2,1,1,3,3,1,2,2,4,1,3,18,
1,5,6,6,6,6,6,3,1,1,3,1,6,6,6,3,5,5,3,1,5,2,6,6,1,2,2,24,
1,5,6,5,4,5,5,5,1,1,4,2,4,3,5,1,1,1,1,2,4,2,2,2,4,2,3,45,
3,6,6,5,6,4,4,3,4,1,3,5,4,5,6,2,5,4,1,2,6,3,5,4,1,1,1,40,
1,6,6,1,6,5,4,5,4,5,3,6,5,6,5,4,6,3,5,5,4,3,5,6,2,1,5,28,
4,3,4,4,1,6,4,5,5,5,6,6,4,5,5,1,3,1,4,1,6,1,6,6,1,1,2,24,
4,6,6,6,2,5,6,6,1,1,4,3,6,4,6,2,1,5,5,1,6,1,6,6,1,1,1,25,
2,4,5,4,1,4,4,4,5,4,1,2,4,6,5,4,5,5,3,3,2,2,4,5,4,2,2,20,
2,5,5,6,5,4,5,4,3,4,2,2,4,5,4,5,5,4,4,3,5,2,5,4,3,1,1,15,
2,5,3,4,3,5,3,2,4,4,1,2,4,5,5,2,2,2,5,4,5,3,4,2,3,2,3,19,
1,5,5,6,5,4,5,4,4,5,3,2,4,5,5,4,5,4,5,4,5,2,6,6,1,2,5,39,
1,6,6,6,6,5,5,4,2,2,2,1,3,6,5,2,1,1,1,1,5,2,4,5,3,1,4,39,
3,5,4,3,4,4,5,5,4,2,2,3,NA,5,4,4,2,2,5,4,4,3,4,3,3,2,2,19,
2,5,4,5,5,5,5,2,3,2,1,3,4,6,5,4,5,5,3,3,2,3,3,4,2,2,2,19,
4,3,6,6,6,5,5,5,3,4,6,1,6,6,6,5,3,5,4,2,5,6,5,6,4,1,3,23,
3,3,4,5,6,5,5,2,3,3,1,1,5,6,6,2,2,1,1,1,6,3,5,4,2,1,1,17,
1,5,5,4,6,5,3,5,4,4,5,5,5,5,5,2,3,3,3,1,5,4,5,4,2,2,5,43,
2,3,4,5,2,6,5,5,1,4,3,2,5,5,6,3,3,2,2,2,5,1,5,2,3,1,3,20,
2,2,6,2,6,4,4,5,2,6,4,5,5,6,5,6,6,5,4,6,5,4,5,4,6,1,3,19,
1,6,6,6,6,5,5,4,5,4,2,1,5,6,5,1,2,6,5,5,6,1,6,6,1,2,1,62,
3,5,4,5,5,4,2,5,4,5,1,5,5,4,6,5,6,6,4,4,6,3,5,6,2,2,3,20,
3,5,1,3,4,5,5,3,4,5,5,6,3,4,3,5,6,5,4,4,5,1,6,6,1,2,4,22,
4,4,4,2,4,6,6,6,2,2,5,5,3,5,6,3,5,2,2,4,4,3,3,3,3,2,2,21,
2,6,6,6,6,4,5,5,1,2,2,3,5,4,5,4,5,5,3,4,5,3,5,5,1,2,3,23,
5,4,5,2,5,5,5,5,2,1,1,2,4,5,5,4,4,5,2,2,5,3,5,6,4,2,3,18,
4,4,5,1,5,4,3,3,5,5,1,1,6,6,6,3,2,3,1,3,6,1,5,5,1,2,3,18,
4,6,5,6,6,4,3,4,3,4,3,6,1,4,5,4,6,6,6,4,5,6,4,6,3,1,3,19,
2,5,5,4,5,4,3,3,2,2,4,4,5,5,4,3,3,2,5,2,6,6,5,2,2,1,3,18,
3,4,4,4,4,4,4,5,2,3,3,4,NA,4,4,4,3,1,3,2,4,4,3,3,3,1,5,22,
1,6,5,5,6,6,6,6,1,1,2,1,5,2,6,1,1,2,2,1,4,1,6,2,1,1,4,24,
2,6,6,6,1,5,5,2,2,6,5,6,5,1,6,4,5,5,6,6,4,1,5,6,1,2,3,23,
1,6,6,6,6,5,5,5,1,2,1,1,6,6,6,4,2,2,1,2,5,5,4,4,2,2,3,22,
2,5,2,6,NA,1,6,1,1,5,3,5,2,5,4,1,3,1,4,1,6,3,4,6,1,1,3,18,
3,5,4,6,4,5,2,3,4,5,3,4,4,4,4,6,6,6,5,5,4,5,4,2,2,2,3,34,
1,4,2,6,5,5,5,3,2,5,3,6,5,4,5,1,4,2,2,2,5,4,5,5,2,1,5,43,
5,5,2,5,2,5,4,4,2,4,5,3,4,4,2,2,2,2,4,2,5,2,5,4,2,1,5,33,
3,3,5,1,5,5,5,4,1,4,2,1,5,4,5,2,5,4,4,1,5,2,5,4,1,2,2,25,
5,6,5,6,4,6,5,4,1,1,3,2,NA,5,4,1,1,2,2,1,6,1,6,6,1,1,1,18,
