word,length,M AROU,SD AROU,N AROU,M VAL,SD VAL,N VAL,M DOM,SD DOM,N DOM,M CNC,SD CNC,N CNC,M IMAG,SD IMAG,N IMAG,M FAM,SD FAM,N FAM,M AOA,SD AOA,N AOA,M SIZE,SD SIZE,N SIZE,M GEND,SD GEND,N GEND
handkerchief,12,3.0968,1.653,31,5.0938,1.1821,32,5.1613,1.547,31,6.7,0.526,30,6.6774,0.7356,31,4.75,1.9016,28,3.2121,1.0662,33,2.0606,1.0993,33,4,1.645,34
handle,6,3.5313,1.7675,32,5.303,0.9995,33,5.9697,1.7492,33,5.697,1.3139,33,5.2647,1.6682,34,5.4483,1.3284,29,2.9714,1.2302,35,2.9688,1.2866,32,4.303,0.904,33
handler,7,3.5,1.5612,32,4.7647,1.3074,34,4.6765,2.2716,34,4.2727,1.3985,33,3.6452,1.2839,31,3.5161,1.5423,31,5.2813,1.0379,32,3.9032,1.2535,31,4.4375,1.0289,32
hands,5,5.2581,1.9833,31,6.1034,1.2414,29,6.2,1.7205,30,6.4333,0.9551,30,6.7083,0.5385,24,6.5769,0.84,26,1.9667,1.0796,30,3.1667,1.2671,30,3.8696,0.6792,23
handsome,8,6.9143,1.8574,35,7.6176,1.0851,34,6.2286,1.5322,35,3.4118,1.7676,34,5.5588,1.3326,34,5.6897,1.4167,29,3.7059,1.318,34,4.7647,1.0862,34,6.1714,1.0278,35
handy,5,4.697,1.9146,33,6.8485,1.1579,33,5.8235,1.2478,34,3.3529,1.3478,34,3.3636,1.5728,33,5.3,1.3204,30,3.8824,1.4905,34,4.0303,1.193,33,4.9063,0.9798,32
hang,4,4.2188,2.1026,32,3.9063,1.3775,32,4.3226,1.3048,31,3.9063,1.6462,32,4.2353,1.3732,34,5.24,1.5305,25,3.2813,1.0964,32,3.7241,0.979,29,4.2759,1.111,29
hanged,6,5.25,2.7726,32,1.8,0.8552,35,3.1515,2.2309,33,5.2,1.5081,35,5.5152,1.5398,33,4.1935,1.7305,31,4.9429,1.372,35,4.5294,1.3555,34,5.2941,0.8921,34
hankering,9,4.3793,1.9012,29,4.5,1.2845,30,4.2188,1.6533,32,2.4242,1.1814,33,2.9032,1.5103,31,3.125,1.8998,32,6,1,32,3.5938,1.343,32,4,1.1359,31
hanky,5,3.1765,1.6533,34,4.7576,1.2068,33,4.8485,1.7078,33,5.7813,1.3632,32,5.4063,1.7295,32,3.7576,2.0005,33,3.3333,1.735,33,2.2813,1.1788,32,4.0938,1.5484,32
haphazard,9,4.5714,2.2902,28,2.931,1.112,29,4,1.7728,28,2.4839,1.2919,31,3.1379,1.7563,29,3.3,1.7916,30,6.1613,1.0191,31,4.1,1.3748,30,4.5667,0.8439,30
happily,7,6.7714,2.0988,35,8.2059,0.9935,34,6.6364,1.7024,33,2.2727,1.2619,33,4.3636,1.6481,33,6.4688,0.7064,32,2.7429,0.9955,35,5.1471,1.0882,34,3.4242,0.8176,33
happiness,9,7,1.8028,32,8.5714,0.7284,35,6.2581,2.0315,31,2.9375,1.7667,32,5.303,1.487,33,6.6207,0.611,29,2.7647,1.2847,34,5.5294,1.6669,34,3.2121,1.2734,33
happy,5,6.8333,1.7717,30,8.2424,1.2068,33,7.3226,1.2018,31,2.5938,1.3661,32,4.5,1.6394,32,6.5652,0.7118,23,1.9375,0.7474,32,5.1,1.4686,30,3.3333,0.7698,27
harbour,7,3.0606,1.8247,33,5.5152,1.1043,33,5.2727,1.42,33,6.5758,0.6976,33,6.0625,1.3905,32,4.6,1.8547,30,4.3824,1.2606,34,4.7419,1.5651,31,4.7059,1.2725,34
hard,4,5,1.9039,32,3.7273,1.0523,33,5.5625,1.9029,32,4.3871,2.0269,31,4.4063,1.8347,32,6.6786,0.7098,28,2.0333,0.7951,30,4.5806,1.3143,31,5.3438,0.9556,32
hard (not easy),4,4.2571,2.2468,35,3.2286,1.2668,35,3.9118,1.9,34,3.4286,1.6611,35,3.3714,1.8683,35,6.0909,1.422,33,2.4,1.0474,35,4.4118,1.3957,34,4.5882,1.0323,34
hard (not soft),4,5.25,1.7854,32,4.2941,1.4659,34,5.6176,1.8632,34,5.0968,1.7293,31,4.2424,1.9074,33,6.3333,0.9428,33,2.0571,0.6737,35,4.2647,1.0378,34,5.5152,0.7832,33
hardship,8,4.303,2.2628,33,2.0606,1.5943,33,2.7576,1.8428,33,2.4412,1.4182,34,3.8485,2.1195,33,5,1.8937,29,5.6471,1.1083,34,5.0667,1.7499,30,4.9091,1.0258,33
harm,4,4.8125,2.0682,32,1.7941,0.9634,34,4.1176,2.4706,34,3.7576,1.6149,33,3.6765,1.8585,34,5.3548,1.2585,31,3.4118,1.0035,34,4.6471,1.6429,34,4.7576,1.1018,33
harmful,7,4.7647,2.3397,34,2.1765,1.1998,34,4.1765,2.6175,34,3.0294,1.4849,34,3.3529,1.713,34,5.4828,1.2763,29,3.9394,1.3243,33,5.2813,1.4628,32,4.6,1.398,35
harmonica,9,4.1818,2.0517,33,6.0588,1.1867,34,5.375,1.293,32,6.7647,0.5455,34,6.6364,0.6884,33,4.7941,1.6588,34,3.9412,1.5519,34,2.7273,1.5623,33,3.6176,1.1885,34
harmony,7,5.4063,1.9821,32,7.8125,1.1022,32,5.5806,1.8626,31,2.9,1.3988,30,3.0313,1.6486,32,4.7037,1.6288,27,4.8621,1.074,29,4.8387,1.5678,31,2.6071,0.9,28
harness,7,5.3125,1.7219,32,5.1724,1.8207,29,4.3667,2.1982,30,5.2,1.7205,30,5.0606,1.6132,33,4.1071,1.7796,28,4.6129,1.4957,31,3.4516,1.4775,31,4.0769,0.8737,26
harp,4,4.7077,2.1464,65,6.1803,1.208,61,5.3333,1.7182,63,6.3684,1.194,57,6.6842,0.5669,57,4.5645,1.8283,62,4.0152,1.094,66,3.6508,1.5344,63,2.431,1.1312,58
harp (instrument),4,4,2.2288,31,6.1143,1.0895,35,4.4286,1.5545,35,6.7714,0.5391,35,6.4,1.3565,35,4.3714,1.8683,35,4.2,1.1904,35,4.0294,1.3609,34,2.3824,0.908,34
harp (pick on),4,4.8438,2.1953,32,4.6061,2.0441,33,4.6176,1.91,34,4.6364,2.1151,33,4.6667,2.1273,33,3.5152,1.7943,33,4.9697,1.5469,33,3.7879,1.5717,33,3.125,1.3405,32
harpsichord,11,5.3182,2.2641,22,5.8571,1.2831,21,5.7059,1.4858,17,6.5455,0.9404,22,5,1.8708,20,2.7419,2.0155,31,6,1.1127,21,3.7273,1.6837,22,3.2,1.2083,20
harsh,5,4.9706,2.1349,34,2.5429,1.2034,35,4.4412,2.0891,34,3.5143,1.5923,35,3.3714,1.4945,35,5.3548,1.4039,31,4.4571,0.9664,35,4.5294,1.0357,34,4.9143,1.3389,35
harvest,7,5,2.0354,28,6.6897,1.0861,29,5.5161,1.3409,31,5,1.4591,31,4.7931,1.6269,29,4.0714,1.602,28,4.2188,1.386,32,5.4,1.052,30,4.25,1.122,28
hat,3,3.1563,1.986,32,5.4688,1.1176,32,5.3125,1.5297,32,6.75,0.6614,32,6.7813,0.544,32,6.08,1.4119,25,1.9697,0.8343,33,2.9394,1.3243,33,4.1515,1.1838,33
hatch,5,4.0625,1.999,32,5.1212,0.8441,33,5.2941,1.4252,34,5.5294,1.3336,34,5.4857,1.3809,35,4.303,1.4246,33,4,1.3061,34,3.3429,1.4131,35,4,1.0731,33
hate,4,5.2727,2.842,33,1.6176,1.3064,34,4.3529,2.9494,34,3.1429,1.8228,35,3.3143,1.9967,35,6.0313,1.3106,32,2.7647,1.4154,34,5.4545,1.616,33,4.8571,1.2681,35
hatred,6,5.7273,2.5139,33,1.6774,0.9634,31,4.875,2.4077,32,3.5484,1.9149,31,3.0323,1.5757,31,5.7143,1.4357,28,3.9697,1.1411,33,5.697,1.1411,33,4.5938,1.4547,32
have,4,4.4375,2.263,32,6,1.3484,33,6.4545,1.7072,33,3.5758,1.7586,33,2.9714,1.8744,35,6.3226,1.423,31,1.6,0.5451,35,4.0588,1.1617,34,3.8065,0.5913,31
haven,5,4.9412,2.711,34,7.7714,1.1234,35,5.4412,1.8817,34,2.9143,2.0053,35,4.2857,2.1324,35,4.5625,1.9833,32,5.4571,1.3383,35,5.1471,1.3533,34,2.3714,1.0166,35
hawk,4,5.5758,1.7758,33,5.3667,1.5596,30,5.9677,2.0078,31,6.7097,0.6812,31,6.2581,0.9827,31,5.7,1.6361,30,3.3939,1.3013,33,3.4688,1.4787,32,5.3939,1.1265,33
hawk (bird),4,5.5,2.0472,34,5.2353,1.3074,34,5.303,1.7318,33,6.7059,0.5162,34,6.75,0.6124,32,5.2759,1.7399,29,3.6176,1.138,34,3.7273,1.6564,33,4.9706,1.2715,34
hawk (sell),4,4,2.0478,31,4.6897,1.4167,29,5.6154,1.6426,26,3.5172,1.7542,29,3.2069,1.7691,29,2.4375,1.6759,32,6.0333,1.2776,30,3.4828,1.1925,29,4.7857,0.7249,28
hay,3,2.7576,1.5576,33,5.2903,0.8498,31,5.1034,1.2957,29,6.0938,1.2083,32,6.5667,0.7157,30,5.2143,1.7598,28,2.8235,1.0137,34,2.7333,1.2092,30,4.1935,1.0601,31
hazard,6,5.2727,1.9427,33,2.5,1.0914,34,3.9706,2.0217,34,4.3235,1.6929,34,4.4286,1.9315,35,5.2188,1.386,32,4.7143,1.4055,35,4.9714,1.2532,35,4.8529,0.8789,34
haze,4,4.1471,2.0166,34,4.2647,1.4614,34,3.7647,1.4765,34,3.5152,1.3511,33,3.9412,1.5328,34,4.2581,1.5233,31,5.5294,1.4191,34,3.8125,1.1842,32,4.4118,1.0605,34
head,4,4.3429,2.1104,35,5.9706,1.2715,34,6.1714,1.3833,35,6.5,0.8828,34,6.5588,0.9453,34,6.7419,0.5059,31,1.3235,0.4678,34,3.2286,1.1486,35,4.1212,0.8793,33
head (body),4,4.7576,1.9699,33,5.9118,1.1724,34,6.6765,1.4896,34,6.697,0.6269,33,6.6765,0.7162,34,6.6452,0.5983,31,1.6471,0.836,34,3.5,1.4603,34,4.3529,1.0256,34
head (leader),4,5.2353,1.9563,34,6.6571,1.5481,35,6.303,3.0992,33,4.6857,1.8326,35,5.1212,1.5717,33,5.2647,1.5012,34,3.7647,1.3732,34,5.4,1.1006,35,5.2059,1.4096,34
head (semen),4,5.7879,2.293,33,5.129,1.5185,31,5.1818,1.8167,33,5.7273,1.332,33,5.2121,1.5127,33,4.2424,2.0005,33,6.5758,0.6976,33,2.6563,1.5931,32,6.3529,0.8705,34
headache,8,3.2571,2.0049,35,2.5714,0.9939,35,2.7941,1.2551,34,4.7273,1.8953,33,4.1429,2.1665,35,6,1.2089,26,3.3429,1.286,35,4.3429,1.5665,35,3.8182,1.3586,33
headlights,10,3.5806,1.8452,31,5.4194,1.4091,31,5.5333,1.4079,30,6.2258,1.4076,31,6.6452,0.6978,31,5.8214,1.2263,28,3.75,1.2247,32,3.0968,1.653,31,4.5625,0.6585,32
headphones,10,5.1212,2.1143,33,6.1515,1.4168,33,5.9412,1.6967,34,6.8788,0.4088,33,6.8125,0.4635,32,6.7742,0.5512,31,4.3429,1.1939,35,3,1.6388,35,4.2727,0.8624,33
headquarters,12,4.8438,2.181,32,5.4857,1.4015,35,5.6061,2.2011,33,5.7576,1.3491,33,5.0938,1.4654,32,4.9677,1.4698,31,4.8529,1.3313,34,5.6286,1.4752,35,5.2059,1.2073,34
heal,4,4.1818,2.4427,33,7.6471,1.4729,34,5.303,1.9304,33,3.6765,1.6578,34,4.8182,1.6959,33,5.8276,1.3149,29,3.1212,1.1744,33,4.8214,1.1968,28,2.8438,1.3944,32
health,6,5.6,1.9253,30,7.3939,1.5558,33,5.4839,1.7574,31,3.9677,1.513,31,4.7273,1.638,33,6.5769,0.7428,26,3.4375,1.0289,32,5.5484,1.364,31,3.6452,0.65,31
healthy,7,5.7059,2.1217,34,8.1515,0.9573,33,6.5294,2.0035,34,3.5758,1.3491,33,5,1.3926,33,6.2759,0.8669,29,3.1143,1.0077,35,4.7353,1.2674,34,3.5,1.2891,34
hear,4,4.375,1.7455,32,6.0606,1.5164,33,5.5455,1.6713,33,4.5161,1.6436,31,3.0303,1.5856,33,6.6071,0.6729,28,1.9412,0.6835,34,4.4412,1.2173,34,3.9375,0.8992,32
heard,5,4.1,2.0712,30,5.4242,1.2317,33,5.1515,2.0761,33,3.7059,1.741,34,3.3548,2.0407,31,6.3571,1.0076,28,2.3636,0.9477,33,3.5758,1.4361,33,3.8438,1.2018,32
hearing,7,4.6364,1.4734,33,6.5294,1.3336,34,5.9118,2.0345,34,4.0909,1.6023,33,3.7059,1.8073,34,6.1818,1.0285,33,2.8235,1.0702,34,4.2353,1.5351,34,3.9091,0.7925,33
hearing (court),7,3.6471,2.0129,34,3.4857,1.4613,35,3.9091,2.1653,33,4.7143,1.782,35,5.0857,1.4417,35,4.1563,1.8047,32,6.0294,1.0142,34,5.1875,1.4456,32,4.9412,1.0831,34
hearing (ear),7,4.7188,1.7542,32,6.4242,1.3264,33,5.6364,1.5728,33,4.8788,1.6285,33,4.1471,2.1711,34,6.2258,1.1276,31,2.8824,1.3008,34,4.4063,1.3195,32,4.2121,0.769,33
heart,5,6.2,1.869,30,7.6207,1.0959,29,5.7097,1.904,31,5.9643,1.5232,28,6.3704,0.867,27,6.5238,0.6633,21,2.4839,1.0433,31,4.0968,1.8379,31,2.6429,1.0425,28
hearth,6,4.0345,1.8286,29,5.9667,1.2243,30,5.1379,1.3576,29,5.25,1.9203,28,5,1.8856,27,3.0323,1.7318,31,5.6129,1.4068,31,3.8214,1.5131,28,3.4231,0.9271,26
heater,6,4.2813,1.5255,32,6.1875,1.0735,32,5.4839,1.1604,31,6.3571,0.766,28,5.9615,0.854,26,6,0.8485,25,3.6364,1.176,33,3.5806,1.0709,31,4.2333,0.9894,30
heaven,6,6.2188,2.1756,32,7.4571,1.4411,35,4.5143,2.3829,35,2.3143,1.5634,35,4.303,2.1104,33,5.7241,1.529,29,2.7714,1.0977,35,6.4706,1.194,34,3.1471,1.1149,34
heavy,5,4.9032,2.2195,31,3.7188,1.3047,32,4,2.0656,30,3.6452,1.4267,31,3.7813,1.7631,32,6.3214,0.8474,28,2.4,0.9866,30,5.3226,1.0591,31,5.3929,0.8594,28
hedgehog,8,4.6071,2.3043,28,6.2143,1.4481,28,5.5517,0.8939,29,6.8333,0.5528,24,6.8077,0.4819,26,4.8929,1.5661,28,2.9355,1.1053,31,2.0345,1.098,29,4.0741,1.0157,27
heel,4,3.4848,2.0615,33,5.1471,1.1149,34,5.0606,1.6867,33,6.4545,0.7423,33,6.2941,1.0718,34,5.3226,1.6142,31,2.8571,0.9897,35,2.2571,0.8398,35,2.8571,1.4171,35
heir,4,5.2857,1.845,35,5.9118,1.3798,34,5.2647,2.4048,34,4.9429,1.6378,35,3.8,1.9094,35,3.625,1.6536,32,4.9412,1.2113,34,4.6471,1.4324,34,4.7143,1.5413,35
helicopter,10,5.303,2.4922,33,5.5625,1.2975,32,5.871,1.9133,31,6.7188,0.572,32,6.8788,0.3264,33,5.9375,1.6944,32,2.7879,1.0943,33,5.303,1.8502,33,5.4545,0.9563,33
hell,4,5.6,2.5545,35,1.3429,0.6737,35,3,2.2928,35,2.2059,1.762,34,5.1429,2.14,35,5.4063,1.7475,32,3.6286,1.2668,35,6.0571,1.3927,35,5,1.0142,35
help,4,4.5625,2.3577,32,5.7273,2.3648,33,4.0606,2.2822,33,3.2286,1.5322,35,3.8485,1.4168,33,6.0323,1.1773,31,2,0.8619,35,4.7188,1.4412,32,3.2059,1.1827,34
helpful,7,5.3125,1.9596,32,7.9032,0.8928,31,6.3438,1.743,32,3,1.3198,31,3.5,1.3229,28,5.7273,0.808,22,3.2333,1.1455,30,4.7419,1.2173,31,3.1,1.1358,30
helpless,8,4.1471,2.3656,34,2.1875,1.1575,32,2.4063,2.163,32,2.7097,1.3957,31,3.3438,1.8643,32,5.4516,1.4105,31,4.0294,1.0706,34,4.2121,2.0414,33,3.3636,1.2509,33
hen,3,3.6129,1.8782,31,5.5588,0.8468,34,4.5625,1.4777,32,6.7941,0.4043,34,6.4545,1.3048,33,5.1818,1.8982,33,2.1143,1.0357,35,2.1429,1.0182,35,1.9706,0.822,34
hen (chicken),3,3.6667,2.1835,33,5.6286,1.3328,35,5.1471,1.8332,34,6.6,0.932,35,6.8065,0.4697,31,5.875,1.7633,32,2.3429,1.286,35,2.1944,1.3908,36,1.8333,1.2134,36
hen (woman),3,4.5455,2.1755,33,5.4375,1.2975,32,4.7188,1.824,32,5.3548,1.3807,31,5.6452,1.2839,31,3.7667,2.0605,30,5.1212,1.7366,33,3.3939,1.3013,33,1.4848,1.0765,33
henchman,8,5.3333,2.2918,33,3.5938,1.3661,32,3.9667,2.0246,30,5.5806,1.4091,31,5.5455,1.7072,33,4.303,1.9615,33,5.4545,1.2083,33,4.5333,1.5434,30,6.3636,0.7714,33
herb,4,3.8824,2.2592,34,5.6,1.1006,35,5.1333,1.5217,30,6,1.0847,34,6.3548,0.8998,31,5.7931,1.323,29,3.9429,1.372,35,2.0294,1.2244,34,3,1.101,33
herbal,6,4.25,2.0463,32,5.9355,1.014,31,5.1515,1.3734,33,4.8788,1.7881,33,4.4138,1.4743,29,5,1.5757,29,5.1515,1.1043,33,2.9375,0.9333,32,3,1,34
herd,4,3.9697,1.5272,33,4.9655,1.3767,29,3.6333,2.0734,30,5,1.299,32,5.3871,1.2618,31,4.6333,1.5162,30,3.6129,1.1826,31,5.4194,1.2643,31,4.4138,0.6704,29
heredity,8,4.3667,1.6017,30,5.2258,1.1559,31,3.7667,1.9267,30,4.1667,1.7528,30,2.4138,1.1895,29,3.4706,1.7696,34,6.1613,0.8461,31,4.9655,1.2452,29,3.9333,1.0306,30
hernia,6,4.6207,2.6576,29,2.6176,1.213,34,3.1212,1.5127,33,6.0303,1.3368,33,3.871,1.9301,31,3.7059,1.8555,34,6.303,0.904,33,3.5938,1.8176,32,4.4545,0.856,33
hero,4,7.1714,1.5764,35,8.2857,1.002,35,6.7273,2.049,33,3.5758,1.7586,33,5.0882,1.6336,34,5.871,1.3852,31,2.697,1.0584,33,5.9429,1.2176,35,5.7429,0.9053,35
heroin,6,5.1176,2.5526,34,2.6765,2.2586,34,3.8529,2.5911,34,5.8438,1.4813,32,5.3548,1.7142,31,4.8966,1.8818,29,5.9706,0.8906,34,4.3235,1.7102,34,4.1471,1.5555,34
heroine,7,6.375,2.7472,32,6.0882,3.0618,34,6.2424,2.8394,33,5.0294,1.6888,34,5.7576,1.3491,33,4.2727,1.7968,33,5.3235,1.4896,34,5.2941,1.3833,34,2.3824,1.8473,34
heroism,7,6.8485,1.4999,33,7.7879,1.1216,33,6.5588,1.928,34,2.7059,1.5055,34,3.9706,1.8066,34,4.375,1.8157,32,4.7353,1.4614,34,5.7059,0.9861,34,4.375,1.7275,32
herring,7,3.1471,1.8492,34,5.0882,1.2454,34,5.2424,1.6336,33,5.6765,1.4291,34,5.1471,1.8171,34,4.3125,1.7755,32,4.8286,1.4636,35,2.7941,1.2314,34,3.9118,0.8177,34
hesitant,8,3.9,1.8138,30,3.5455,1.0177,33,3.2581,1.319,31,2.7879,1.297,33,3.0938,1.4221,32,4.9667,1.663,30,5.3939,1.1791,33,3.5,1.3354,30,3.6774,0.9293,31
hesitate,8,3.4118,1.849,34,3.6571,1.0126,35,3.3333,0.9744,33,2.5882,1.3957,34,3.2286,1.8375,35,5.6452,1.0016,31,5.0571,0.8926,35,3.5,1.2661,34,3.5806,0.6611,31
hesitation,10,4.25,1.8028,32,3.2941,0.8585,34,3.3636,1.4103,33,3,1.3229,32,3.1818,1.445,33,5.2647,1.5398,34,4.9697,1.193,33,3.7576,1.3933,33,3.9688,0.9838,32
hidden,6,4,2.0744,33,4.1563,1.0034,32,3.9375,1.8361,32,3.2647,1.6857,34,3.5882,1.8805,34,5.3871,1.5591,31,2.7576,1.0159,33,3.2727,1.332,33,3.7353,0.9795,34
hide,4,4.0625,1.9355,32,4.3125,0.9164,32,3.5625,1.7128,32,4.5484,1.4556,31,4.7419,1.6842,31,6.1071,1.1753,28,2.1935,1.1193,31,3.7813,1.4945,32,3.9063,0.9798,32
hideaway,8,4.7143,2.3,35,4.5455,1.5588,33,4.1765,1.8064,34,4.6857,1.4885,35,4.5455,1.479,33,3.7647,1.9106,34,4.2,1.5081,35,3.4571,1.4009,35,4.2059,1.2073,34
hierarchy,9,5.1563,2.5752,32,3.697,1.8338,33,4.5152,2.4756,33,3.1875,1.9596,32,3.8438,1.8219,32,4.3871,1.7902,31,5.9412,1.0556,34,6.0571,1.1939,35,5.2941,1.2012,34
high,4,5.9375,2.1351,32,6.5152,1.9403,33,6.0625,2.3971,32,3.6667,1.8035,33,5.4242,1.8428,33,6.4,1.0583,25,2.4848,1.1579,33,5.3636,1.9356,33,4.2121,1.3653,33
highway,7,3.8235,1.9774,34,4.9394,1.2778,33,5.3529,1.6957,34,6.3529,0.836,34,6.3824,0.908,34,4.7419,1.319,31,4.5588,1.168,34,5.4545,1.3504,33,4.9118,1.2216,34
hilarious,9,7.2286,1.5691,35,8.0857,1.0246,35,6.6875,1.7578,32,3.2727,1.7281,33,4.1714,1.7318,35,6.4848,0.657,33,4.6176,1.2837,34,5.3939,1.3693,33,3.8286,1.4439,35
hill,4,4.1379,1.8518,29,5.4375,1.1163,32,5.4375,1.1973,32,6.6818,0.4658,22,6.32,0.9261,25,6.1304,1.0756,23,2.4688,0.9349,32,4.7931,1.5398,29,4.2,0.8,25
hinder,6,3.697,1.5469,33,3.4667,0.9911,30,3.6,1.2275,30,3.2,1.4236,30,2.7097,1.3957,31,4.1,1.7195,30,5.6774,1.0282,31,3.7419,1.0463,31,4.2903,0.7702,31
hint,4,4.4706,1.8824,34,5.7941,1.0787,34,4.5,1.2661,34,3,1.015,33,2.9697,1.5856,33,5.5938,1.3661,32,4.0588,0.9983,34,2.7879,1.297,33,3.7813,0.5987,32
hippie,6,4.9667,1.8163,30,5.1667,1.5293,30,5.5,1.82,32,4.3548,1.7698,31,5.5333,0.9911,30,4.3333,1.5986,24,5.125,1.2183,32,3.7742,1.4527,31,3.5667,1.116,30
hippo,5,4.1333,2.3343,30,5.2647,1.093,34,5.0303,1.5469,33,6.7353,0.7787,34,6.7941,0.6765,34,5.5938,1.5382,32,2.5143,1.0521,35,5.0857,1.8263,35,4.25,1.2247,32
hippopotamus,12,4.8824,2.4225,34,5.6765,1.1303,34,5,1.633,33,6.8824,0.3222,34,6.7931,0.5496,29,5.0588,2.0996,34,2.9429,1.1198,35,5.6286,1.6918,35,4.4118,1.4167,34
historical,10,3.7143,2.2242,35,5.5294,1.5762,34,4.4286,1.8406,35,3.9118,1.7213,34,3.3143,1.8011,35,4.6563,1.7068,32,4.8286,1.0819,35,5.3143,1.3043,35,4.875,1.0825,32
history,7,3.9375,2.2768,32,5.8182,1.3807,33,4.6563,2.0404,32,3.7576,1.7758,33,3.3636,1.8393,33,5.9032,1.5934,31,3.3939,1.0132,33,5.8182,1.6041,33,4.5758,0.9544,33
hit,3,5.5,2.1591,34,2.8485,1.3285,33,5.9714,2.2359,35,5.5143,1.2733,35,5.5714,1.2256,35,6.0357,1.3224,28,2.3333,0.9744,33,3.8286,1.7645,35,5.4286,1.0498,35
hit (beat on),3,5,2.3717,32,2.7576,1.9699,33,4.5758,2.5109,33,5,1.4975,33,4.6563,1.6698,32,5.0938,1.8262,32,2.7941,1.3456,34,4.4545,1.5781,33,5.1212,1.3202,33
hit (music),3,5.6571,2.1104,35,6.8125,1.6665,32,5.7353,1.6682,34,4,1.6656,31,4.0909,1.8807,33,5.4375,1.56,32,4.1765,1.224,34,4.3824,1.9706,34,3.7353,0.949,34
hobble,6,3.4242,1.7586,33,3.6364,1.3216,33,3.5152,1.4168,33,4.5,1.479,32,4.75,1.82,32,3.3636,1.904,33,4.5625,1.2484,32,2.9394,1.1265,33,4.375,0.857,32
hockey,6,4.6667,2.087,30,5.7586,1.0053,29,5.6333,1.8526,30,5.7143,0.9949,28,5.9655,0.9278,29,4.9615,1.698,26,3.8438,1.2774,32,4.5333,1.2311,30,4.4643,1.4756,28
hog,3,3.0571,1.7879,35,4.375,1.4524,32,5.3636,1.8557,33,6.125,1.2437,32,5.3939,1.8413,33,4.2258,1.9128,31,3.6,1.7599,35,3.7143,1.6137,35,5.6389,0.8217,36
hold,4,4.3226,2.2054,31,5.5938,1.3195,32,5.0938,2.097,32,4.303,1.8827,33,4.3438,1.6319,32,6,0.9027,27,2.303,1.2669,33,3.4688,1.2744,32,3.6774,1.1184,31
hold (grasp),4,4.7576,1.9545,33,5.2941,1.0718,34,6.5313,1.5808,32,4.7353,1.5398,34,4.625,1.5562,32,6.2143,0.8175,28,2.7576,1.2799,33,3.8182,1.1134,33,4.5938,1.1418,32
hold (store),4,3.0294,1.5809,34,5.7143,1.3217,35,5.5938,1.5178,32,4.5,1.6672,34,4.1563,1.6791,32,4.2258,1.7727,31,4.0294,1.5432,34,4.871,1.3378,31,4.4516,0.9784,31
holiday,7,6.8438,1.6791,32,7.7419,1.1631,31,6.6875,1.4238,32,4.5625,1.6382,32,4.9697,1.3814,33,6.0833,1.2883,24,2.697,0.8343,33,5.0313,1.2115,32,3.6129,0.9044,31
holidays,8,7.303,1.7318,33,8.0645,0.9482,31,6.6129,1.6398,31,4.871,1.6213,31,5.1935,1.4462,31,6.5,1.0177,28,2.6061,0.6937,33,5.125,1.2437,32,3.6563,0.775,32
hollow,6,3.303,1.5856,33,3.7333,1.1235,30,4.1212,1.2494,33,4.0909,1.7121,33,4.6061,1.7912,33,4.6563,1.8475,32,4.1471,1.3533,34,3.6364,1.4316,33,4.125,0.7806,32
holy,4,4.8438,2.1522,32,5.2353,1.7997,34,4.5455,2.2709,33,2.75,1.8875,32,3.697,1.6964,33,4.8387,1.7798,31,3.7059,1.2725,34,4.8788,1.4721,33,3.8788,1.0943,33
home,4,5.129,2.4461,31,7.3333,1.6636,33,6.4194,1.6612,31,4.3846,1.9231,26,5.4839,1.4563,31,6.7391,0.5289,23,1.875,0.7395,32,4.8438,1.4813,32,2.5667,1.0546,30
homicide,8,5.8,2.8061,35,1.5294,0.9151,34,3.9143,2.3222,35,4.7714,1.8375,35,4.4412,1.8342,34,4.5758,1.7758,33,6.1765,0.9226,34,5.4571,1.3595,35,5.3429,0.9545,35
honest,6,5.5588,1.6837,34,7.9063,1.4,32,6.3333,1.9016,33,2.8788,1.719,33,3.0588,1.6617,34,6.3333,0.8165,27,2.9118,1.0946,34,5.3333,1.1721,33,2.8235,1.0702,34
honesty,7,5.7188,2.2113,32,8.3235,0.7941,34,6.3333,2.2111,33,2.4706,1.2657,34,3.3429,1.6893,35,5.9091,1.1379,33,3.2941,1.0989,34,5.2941,1.2955,34,3.1176,1.2547,34
honey,5,5.2059,2.0691,34,6.5,1.3919,32,5.3125,1.8781,32,5.8,1.5081,35,6,1.4142,32,5.9,1.193,30,2.6,0.932,35,2.8235,1.0702,34,2.4063,1.0265,32
honeycomb,9,5.4,2.073,35,6.7059,1.6002,34,5.5429,1.9617,35,6.1563,1.0929,32,6.2059,1.1056,34,5.375,1.7093,32,4.2059,1.2551,34,3.1471,1.6294,34,2.6765,1.2059,34
honeymoon,9,6.4242,1.9699,33,7.7813,1.2433,32,5.7742,1.4747,31,4.4688,1.7675,32,5.129,1.8271,31,5.2593,1.7125,27,4.5758,1.4571,33,4.7,1.464,30,2.5625,1.1163,32
honour,6,6.4706,1.6492,34,7.8529,0.8448,34,6.9091,1.6581,33,2.1818,1.2174,33,3.1471,1.8009,34,4.9677,1.513,31,4.8,1.2829,35,5.6176,0.9706,34,4.5455,1.6531,33
