"","Q01","Q02","Q03","Q04","Q05","Q06","Q07","Q08","Q09","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q21","Q22","Q23"
"1685",3,2,1,3,4,4,4,4,2,5,5,2,4,3,2,4,4,3,3,3,4,1,1
"1686",4,5,4,2,2,3,3,3,3,4,3,3,3,3,3,3,4,3,2,2,2,3,4
"1687",3,2,2,3,2,4,3,3,2,5,4,4,4,2,4,4,3,5,2,4,3,3,4
"1688",4,5,3,4,4,5,5,4,2,4,4,3,4,4,4,3,4,4,4,3,4,3,3
"1689",5,5,4,3,3,5,4,4,4,5,5,3,4,5,3,3,4,3,5,2,3,5,3
"1690",4,3,2,4,4,4,2,4,3,4,4,2,4,3,4,4,4,4,2,2,2,2,2
"1691",4,5,3,4,4,5,4,4,5,4,4,3,4,5,4,4,4,4,5,3,4,3,3
"1692",2,5,4,3,3,5,4,3,2,4,4,3,4,3,3,2,3,3,4,1,2,2,2
"1693",4,4,3,4,3,4,4,4,3,4,4,3,4,3,3,4,3,4,3,3,4,3,2
"1694",2,5,5,2,2,4,3,3,5,2,3,2,2,2,3,4,3,3,4,2,2,5,3
"1695",4,5,4,2,4,5,2,4,4,5,4,3,5,4,3,2,4,4,5,2,2,5,2
"1696",3,5,5,3,2,4,3,3,4,4,3,2,2,1,4,2,3,2,4,2,3,2,3
"1697",3,5,4,4,2,4,2,5,3,3,4,3,3,3,3,3,3,3,5,1,2,3,3
"1698",4,5,3,3,3,4,4,5,2,4,5,3,4,3,4,4,4,4,3,2,2,2,2
"1699",4,4,3,3,4,4,4,4,1,4,4,4,4,4,4,4,3,4,3,4,4,4,1
"1700",3,5,4,3,3,5,4,3,5,3,4,3,3,3,4,3,3,3,4,2,2,3,3
"1701",4,2,5,2,1,2,1,4,2,4,4,2,3,2,2,3,3,3,5,4,2,3,2
"1702",4,4,4,3,3,3,3,4,3,4,4,4,4,4,3,3,3,4,3,5,4,4,3
"1703",4,5,4,2,3,3,2,2,2,4,3,2,4,2,2,2,4,3,2,4,2,3,3
"1704",3,5,4,3,3,4,3,4,5,4,3,3,3,4,4,3,3,4,5,2,3,5,2
"1705",3,4,2,2,4,3,1,4,3,4,4,3,3,4,3,3,1,4,4,1,3,2,3
"1706",3,5,3,3,2,2,2,3,3,4,3,2,2,3,3,3,2,3,5,2,1,3,5
"1707",4,5,5,1,1,1,1,1,5,1,3,1,1,1,1,1,3,1,5,1,1,5,3
"1708",2,5,5,2,1,4,1,4,5,5,2,3,2,2,4,1,2,2,5,2,2,4,4
"1709",3,4,4,3,2,4,4,5,3,3,5,3,3,3,4,3,4,3,3,2,3,3,2
"1710",5,5,5,3,2,5,4,4,4,4,4,4,2,4,4,3,4,2,4,1,1,4,4
"1711",2,5,5,2,2,5,2,3,5,3,2,3,2,2,2,3,2,2,5,1,1,3,5
"1712",3,5,5,3,3,5,1,4,5,2,1,3,4,4,1,1,2,5,5,1,1,2,4
"1713",4,5,2,4,4,4,4,3,2,4,4,3,4,4,4,4,4,4,3,4,4,4,2
"1714",3,5,4,3,3,4,2,2,2,4,3,3,4,4,4,4,3,3,4,2,4,4,3
"1715",3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3
"1716",4,5,5,3,4,3,2,4,5,4,4,1,3,2,2,4,1,1,3,2,1,2,1
"1717",4,5,3,2,4,5,3,5,2,4,5,3,4,2,2,4,4,3,3,3,2,2,2
"1718",4,3,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,3,4,4,2
"1719",4,5,3,3,4,3,3,5,3,4,5,2,3,2,2,3,5,2,5,1,2,3,2
"1720",4,5,3,4,3,4,2,4,2,3,5,3,5,2,4,2,4,4,4,3,3,4,2
"1721",4,4,3,3,4,4,3,4,2,4,4,4,4,4,4,4,4,4,5,2,4,2,2
"1722",5,4,3,5,4,5,4,5,4,4,5,4,5,5,5,4,4,4,4,3,3,2,2
"1723",3,4,5,4,4,2,3,3,3,4,4,3,3,2,4,3,4,2,5,2,1,2,2
"1724",4,5,4,3,4,5,4,4,3,4,4,4,5,4,4,4,4,5,5,2,2,4,2
"1725",4,4,2,4,3,4,4,4,4,3,5,4,4,3,3,4,5,4,5,4,4,4,2
"1726",3,4,2,2,3,5,1,3,4,2,3,2,3,4,2,3,4,5,4,3,3,4,5
"1727",4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,3,4,3,3,3,3,3
"1728",3,5,4,2,2,4,3,3,3,4,4,2,2,4,2,3,2,4,4,2,2,4,4
"1729",4,4,4,3,3,4,4,4,5,3,4,2,4,4,3,3,4,3,5,2,3,3,3
"1730",4,4,3,3,3,4,4,4,4,2,4,3,3,2,3,4,4,3,3,4,3,3,3
"1731",4,5,4,2,3,2,3,4,5,4,4,3,2,3,2,2,2,3,5,1,3,4,4
"1732",1,5,5,4,4,5,2,5,5,4,5,4,5,3,2,1,4,1,5,1,2,5,1
"1733",3,5,4,2,2,1,2,5,5,3,4,2,3,2,2,3,4,1,3,2,2,3,2
"1734",4,5,3,4,3,3,3,4,5,4,4,3,3,3,4,3,3,3,3,1,1,3,3
"1735",3,4,3,3,2,4,3,2,3,4,3,2,2,2,4,3,2,2,3,5,4,4,1
"1736",2,5,4,2,2,4,3,2,4,2,3,2,2,2,2,2,2,4,5,1,2,5,4
"1737",4,3,3,3,4,2,2,4,5,2,4,2,3,2,3,4,4,3,5,3,2,4,1
"1738",4,4,2,3,3,5,4,5,3,4,4,3,5,3,4,3,4,5,3,2,2,3,2
"1739",4,4,2,4,4,4,4,4,2,3,4,4,4,3,3,4,4,4,2,3,4,2,4
"1740",3,5,4,2,1,4,3,3,2,4,3,2,2,2,2,2,3,3,2,1,2,5,3
"1741",3,5,4,2,4,4,2,3,4,2,4,3,4,3,3,3,4,3,3,3,3,3,3
"1742",4,3,2,4,4,5,4,4,2,4,4,4,4,4,3,4,3,5,3,3,4,3,2
"1743",4,2,3,4,3,5,4,4,2,4,5,4,4,3,3,3,4,3,2,2,3,2,2
"1744",4,5,4,5,4,4,5,5,2,4,5,3,4,3,5,5,5,4,2,2,3,2,2
"1745",4,5,4,3,3,4,3,3,2,4,3,2,4,3,3,2,3,3,5,2,2,4,5
"1746",4,5,5,4,4,4,3,4,5,4,4,3,3,4,4,3,4,4,5,3,2,2,4
"1747",4,5,5,2,4,4,5,5,5,5,4,2,2,2,4,4,5,2,5,1,1,4,1
"1748",3,5,5,2,2,4,2,4,3,4,4,3,3,4,2,3,4,4,5,1,1,2,2
"1749",5,5,5,2,3,3,2,4,3,5,4,3,3,2,4,3,4,3,5,2,2,3,1
"1750",4,5,5,2,3,4,3,4,5,3,3,2,3,3,3,2,3,3,3,2,2,4,2
"1751",4,5,4,4,4,2,2,4,2,4,3,4,3,3,3,3,4,3,4,3,2,4,4
"1752",4,5,5,2,3,5,2,2,2,5,3,3,2,2,2,1,1,4,5,1,1,3,1
"1753",4,5,2,3,4,4,3,4,4,4,4,3,4,2,4,4,4,4,5,4,4,4,5
"1754",4,4,2,4,2,5,4,4,2,4,2,2,2,4,4,4,2,4,5,2,2,4,1
"1755",4,3,2,5,4,5,4,4,2,4,5,3,5,5,5,3,5,5,2,2,4,2,4
"1756",4,4,3,3,4,5,4,4,2,4,5,4,5,4,4,3,5,5,3,3,3,2,1
"1757",3,4,3,3,4,5,5,4,2,5,4,4,4,4,5,2,4,3,2,3,3,3,2
"1758",3,5,4,4,4,5,3,4,4,4,4,2,4,3,3,3,4,3,5,2,2,4,2
"1759",4,5,3,2,3,5,3,4,3,4,4,3,4,5,4,4,4,4,4,2,3,4,2
"1760",3,5,5,4,2,1,2,4,5,4,3,2,3,2,4,5,3,2,5,2,2,1,4
"1761",3,4,3,3,4,4,4,4,3,3,4,3,4,3,4,3,4,4,3,4,3,2,2
"1762",4,5,3,4,2,4,3,4,3,4,4,3,4,3,4,2,4,3,3,2,2,3,2
"1763",4,3,2,4,4,4,4,4,1,4,5,3,5,5,4,4,4,5,1,3,4,2,2
"1764",3,5,2,4,4,4,3,4,2,4,4,4,4,2,3,2,3,4,5,2,2,3,2
"1765",3,4,3,4,3,4,4,4,2,3,4,4,4,3,3,4,4,4,3,3,4,3,3
"1766",3,4,3,4,4,5,4,4,2,4,4,4,5,4,4,3,4,4,3,2,3,3,3
"1767",4,4,3,4,4,5,3,4,3,4,4,3,4,4,4,4,4,4,3,2,4,3,3
"1768",4,4,3,3,4,4,4,4,5,2,4,3,2,3,2,3,4,3,4,2,2,4,4
"1769",3,5,4,3,4,5,3,3,1,3,4,3,3,3,3,4,4,4,5,1,2,4,3
"1770",4,4,3,4,3,4,4,4,2,4,4,4,4,3,3,4,4,5,2,2,4,3,3
"1771",4,3,3,4,4,5,4,4,3,4,5,3,4,3,3,4,4,4,3,3,4,2,3
"1772",4,3,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,3,2,1
"1773",4,5,3,4,4,4,3,4,5,4,4,3,2,3,4,4,4,3,4,2,3,5,2
"1774",3,5,3,3,2,1,2,3,5,3,4,4,4,2,3,3,3,4,4,5,4,4,4
"1775",4,5,4,3,4,4,3,4,4,4,4,3,4,3,4,3,4,4,5,3,3,3,2
"1776",4,2,4,3,4,4,4,3,1,4,3,3,4,4,2,3,3,5,4,3,4,2,2
"1777",4,5,3,4,3,5,4,5,5,5,5,4,4,4,3,3,5,5,3,3,3,4,3
"1778",4,5,4,4,3,4,4,4,5,4,4,3,4,3,3,2,4,4,4,4,3,4,3
"1779",1,5,5,2,2,1,4,1,5,4,1,1,2,1,1,1,1,1,3,1,1,5,1
"1780",5,5,5,3,1,5,4,4,3,4,3,1,4,1,4,4,3,5,5,1,1,3,2
"1781",4,5,5,4,3,3,5,4,4,5,4,4,5,3,3,4,4,4,5,3,3,3,3
"1782",4,5,5,3,2,4,3,4,3,4,4,3,4,4,2,3,4,3,4,1,2,3,2
"1783",4,4,2,2,4,5,3,4,5,4,4,4,3,3,3,3,4,4,4,4,4,2,3
"1784",4,5,3,4,4,4,4,4,5,3,4,4,4,3,4,4,4,4,4,2,4,3,3
"1785",3,5,5,1,3,4,2,4,5,3,2,1,2,3,1,2,2,2,5,1,1,5,3
"1786",3,4,3,4,3,2,3,3,1,5,4,3,3,1,2,3,2,2,4,4,2,4,1
"1787",3,5,4,3,5,3,1,4,5,5,3,3,3,2,2,2,2,4,5,1,2,5,3
"1788",4,5,2,4,2,5,4,5,5,4,4,4,4,4,4,4,5,4,5,1,2,5,2
"1789",4,3,4,3,3,4,4,4,2,4,4,4,4,4,3,3,4,4,3,3,4,3,3
"1790",4,4,3,3,4,5,3,3,3,4,4,3,3,3,3,4,4,3,3,3,3,3,3
"1791",5,5,3,4,4,4,4,4,5,4,4,4,4,4,3,4,4,4,3,2,4,3,2
"1792",4,5,2,5,4,3,3,4,1,4,4,2,4,1,2,4,3,3,3,4,4,2,3
"1793",3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3
"1794",3,5,5,3,3,3,2,3,1,4,4,2,3,2,3,3,3,2,4,2,2,3,3
"1795",4,5,5,2,4,1,2,4,4,3,4,2,3,3,1,3,4,2,4,2,2,3,3
"1796",3,5,5,3,2,4,3,3,2,3,3,3,4,1,4,3,3,5,3,1,2,3,4
"1797",4,5,3,3,4,5,4,4,5,3,4,3,4,3,4,4,4,3,5,2,2,2,3
"1798",5,4,2,5,5,5,5,5,2,4,4,5,5,4,4,4,5,5,2,4,5,1,1
"1799",3,5,4,3,3,4,3,3,5,4,4,2,3,2,2,3,3,3,5,2,2,5,5
"1800",4,5,3,4,4,3,4,4,5,4,3,3,3,3,2,4,3,4,4,3,3,2,3
"1801",4,4,5,2,4,5,5,3,2,5,3,2,4,4,4,4,3,5,4,1,2,3,2
"1802",3,4,5,2,2,3,1,3,4,4,4,3,3,2,3,2,2,1,3,4,3,5,2
"1803",4,5,4,3,3,4,4,4,3,4,4,2,3,4,3,3,4,3,5,1,3,4,4
"1804",3,5,4,4,4,4,5,4,1,4,4,2,2,3,4,4,3,3,4,2,4,2,1
"1805",4,3,4,4,4,4,2,4,3,4,5,3,4,2,3,3,4,3,4,2,2,3,3
"1806",3,4,3,3,2,3,3,4,4,2,3,3,4,4,3,3,4,4,3,2,4,5,4
"1807",2,4,5,2,3,4,3,3,2,4,3,2,4,2,3,2,3,3,4,1,3,3,4
"1808",4,5,4,3,3,4,4,2,3,2,4,2,3,4,5,4,4,5,5,1,3,2,2
"1809",4,5,4,4,3,4,4,3,3,4,4,4,4,3,4,4,4,4,4,3,3,2,2
"1810",3,5,4,3,2,4,2,4,5,2,3,2,3,3,3,3,2,3,4,2,2,3,5
"1811",4,2,1,5,2,4,2,4,3,2,5,3,2,4,3,4,3,4,4,2,3,4,1
"1812",4,5,3,3,3,4,1,5,3,5,3,2,4,3,4,3,4,2,3,4,4,4,2
"1813",3,5,4,3,3,3,3,5,4,1,4,2,3,3,3,3,4,3,3,3,3,2,2
"1814",3,5,5,3,3,2,1,4,5,2,4,1,2,2,3,4,3,3,5,1,1,3,1
"1815",4,4,1,2,2,5,2,4,4,4,4,4,4,2,3,2,3,4,2,1,2,2,4
"1816",4,4,2,4,4,4,4,4,2,4,4,4,4,3,3,4,4,4,4,3,4,4,3
"1817",4,5,5,4,4,5,4,3,5,5,3,3,3,4,2,2,3,4,5,2,4,4,2
"1818",4,4,4,4,4,4,4,2,4,4,2,3,4,3,4,3,4,3,4,2,3,4,4
"1819",3,4,3,3,1,4,1,4,2,4,4,4,4,3,2,3,3,5,2,3,3,2,3
"1820",4,3,2,4,4,5,4,5,2,5,5,3,4,4,5,5,5,4,5,4,4,3,2
"1821",4,3,2,4,4,5,3,3,1,5,4,3,4,3,4,3,3,3,4,3,3,4,2
"1822",3,5,4,4,3,4,2,3,2,4,3,3,4,4,4,3,3,3,5,1,3,2,4
"1823",3,5,4,4,3,4,3,4,5,4,4,4,3,2,4,3,4,4,4,2,2,2,1
"1824",3,2,4,2,2,2,3,2,2,3,3,2,2,2,2,2,4,4,5,4,2,3,1
"1825",2,5,5,1,1,4,3,1,1,5,2,1,2,2,2,1,1,2,5,1,2,2,2
"1826",3,5,5,1,2,3,3,4,5,3,4,2,3,2,3,2,4,3,4,3,3,4,4
"1827",3,5,4,3,1,3,2,3,5,2,3,3,2,3,1,2,2,3,4,3,4,5,3
"1828",3,5,3,2,3,2,3,4,4,3,3,3,3,3,3,3,4,3,4,2,2,4,2
"1829",4,5,4,5,4,4,4,4,4,3,4,3,4,4,4,3,4,4,4,4,4,4,4
"1830",4,5,4,4,5,4,2,4,5,2,4,2,3,4,2,3,3,3,4,2,3,4,2
"1831",4,5,2,3,3,4,3,4,3,4,4,3,3,4,4,4,3,4,4,3,3,3,3
"1832",5,4,4,5,4,5,4,4,2,4,4,4,4,3,4,4,4,5,4,2,2,5,5
"1833",4,4,3,3,3,5,5,5,2,4,4,3,5,4,4,3,5,5,5,2,4,2,2
"1834",4,4,2,4,4,4,3,4,3,4,4,3,4,3,4,3,4,4,3,2,3,3,3
"1835",3,4,3,4,2,4,3,2,3,5,3,3,4,2,3,2,2,3,3,1,3,1,3
"1836",4,4,4,3,3,2,2,4,3,2,4,2,3,3,2,4,3,3,2,2,3,2,2
"1837",4,5,4,3,4,5,4,1,1,5,2,2,4,1,4,3,1,2,3,2,4,1,1
"1838",3,5,4,3,2,4,3,4,4,4,4,3,3,2,3,3,4,3,5,1,1,3,3
"1839",1,2,2,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,5,1,1,2,1
"1840",2,1,5,1,1,1,4,3,5,2,1,3,2,3,4,2,2,4,3,2,2,4,2
"1841",4,5,4,3,2,3,1,4,5,1,4,2,5,2,1,1,4,1,5,1,3,4,5
"1842",3,5,4,2,3,4,3,4,2,4,4,2,4,3,4,3,4,4,4,3,3,3,2
"1843",3,4,4,1,2,4,4,3,2,5,3,2,2,4,4,4,3,4,2,3,2,4,1
"1844",4,5,2,3,4,4,2,4,4,4,4,3,4,3,2,3,4,3,4,2,2,3,2
"1845",3,5,5,2,4,2,2,4,1,4,2,1,2,3,1,4,2,4,2,2,2,5,2
"1846",4,5,4,3,4,3,3,4,3,4,3,2,2,3,4,3,3,2,4,3,4,3,3
"1847",5,1,5,1,2,2,1,3,5,3,3,1,3,2,1,1,2,1,5,1,1,1,3
"1848",5,5,3,5,4,5,5,5,5,4,5,4,5,4,4,4,5,5,2,4,4,2,2
"1849",4,4,2,4,4,5,3,4,1,5,4,4,5,4,5,3,4,4,1,3,3,4,1
"1850",3,5,5,3,3,2,2,3,4,4,3,3,3,2,2,3,2,3,5,2,2,2,3
"1851",4,5,5,3,3,4,4,4,5,5,4,3,3,4,4,3,4,2,5,2,3,4,5
"1852",3,5,4,3,3,3,2,3,4,4,2,2,3,3,3,3,4,4,2,3,2,3,4
"1853",3,5,3,4,4,2,2,4,2,4,4,1,3,3,3,3,4,3,3,2,3,5,3
"1854",4,5,4,3,3,4,4,3,2,2,2,2,4,2,4,2,3,4,3,4,3,3,2
"1855",3,4,5,2,3,4,1,4,2,2,3,2,4,2,2,1,3,2,5,1,1,5,3
"1856",5,5,4,4,4,5,4,4,5,4,4,3,4,3,4,3,4,5,3,4,3,3,2
"1857",5,5,3,3,4,4,3,4,3,4,4,2,4,2,4,4,4,4,3,2,3,3,3
"1858",3,5,4,2,2,1,2,4,4,2,2,2,2,2,2,2,2,2,4,1,1,4,2
"1859",4,5,3,3,4,4,3,3,4,4,3,3,3,3,3,3,3,4,4,2,3,2,3
"1860",4,4,3,2,5,5,2,3,2,4,4,1,3,1,3,2,2,3,4,1,1,2,1
"1861",4,4,4,2,4,4,2,4,2,3,4,3,4,3,2,4,4,3,4,2,3,3,3
"1862",4,4,2,4,4,5,5,4,3,4,4,3,4,4,4,4,5,5,2,3,4,2,2
"1863",4,4,3,4,4,5,4,4,4,5,4,4,4,4,4,3,4,4,3,3,3,4,3
"1864",3,3,2,3,2,2,2,4,2,4,3,3,2,3,4,3,4,2,3,2,3,2,2
"1865",3,4,3,2,2,4,3,3,2,4,3,3,3,2,4,3,3,3,4,3,2,3,2
"1866",4,5,4,4,2,5,1,5,5,2,5,1,2,1,1,2,3,3,5,1,4,5,1
"1867",2,4,4,2,4,4,4,3,2,4,4,3,3,3,4,3,4,4,5,3,3,2,2
"1868",3,5,4,3,2,4,3,4,5,3,4,1,3,2,4,2,4,4,5,1,2,4,2
"1869",4,5,3,3,2,2,2,4,4,4,4,3,4,4,4,3,4,3,2,3,3,2,4
"1870",2,5,4,2,3,4,2,4,5,3,3,2,2,3,2,1,1,2,4,1,2,4,4
"1871",2,5,4,3,3,2,2,4,3,4,3,2,2,3,4,2,4,3,4,3,2,2,2
"1872",3,4,3,2,3,4,3,2,2,2,2,3,2,2,2,2,2,4,5,2,2,4,3
"1873",3,5,4,3,3,5,4,3,4,4,4,3,4,3,3,3,3,4,4,3,3,3,3
"1874",4,3,3,4,3,5,5,4,1,4,4,3,5,3,4,3,4,5,2,2,4,1,3
"1875",3,5,5,1,4,4,2,4,5,4,4,2,3,3,4,3,4,3,5,2,2,2,2
"1876",3,5,3,3,3,4,2,4,1,4,4,2,3,2,3,3,4,4,3,2,2,3,2
"1877",3,4,3,4,4,4,4,4,3,4,4,3,4,3,4,3,3,4,4,2,3,4,2
"1878",2,5,4,3,4,1,2,5,5,4,4,1,1,2,4,2,4,1,5,4,2,5,2
"1879",3,4,4,3,2,3,2,2,3,4,2,3,3,2,3,3,2,3,3,4,3,2,2
"1880",2,4,3,2,2,4,2,4,2,3,4,2,3,2,4,2,4,3,3,3,2,2,3
"1881",4,4,4,4,2,3,2,4,4,4,3,3,3,4,4,4,3,3,4,4,4,3,2
"1882",3,4,4,3,2,4,4,2,4,4,3,2,3,3,2,3,2,3,5,1,2,5,3
"1883",4,5,2,4,3,2,2,4,1,2,4,3,3,4,4,4,4,3,4,2,2,2,2
"1884",4,5,5,5,1,5,5,5,3,5,3,1,2,1,5,4,3,1,5,1,1,3,3
"1885",3,3,2,3,4,4,5,3,5,5,4,3,3,4,5,5,3,5,4,3,3,5,4
"1886",5,3,3,3,4,5,5,5,2,5,5,5,5,5,5,4,5,5,4,4,4,2,2
"1887",3,4,4,2,2,3,2,5,4,4,4,2,3,2,3,2,3,2,4,2,2,4,3
"1888",3,5,4,2,3,1,1,3,4,3,3,2,3,2,3,2,3,2,5,2,2,4,2
"1889",2,5,4,3,2,2,2,3,4,3,3,1,2,2,2,2,2,1,5,3,2,4,3
"1890",4,5,4,4,3,5,4,5,4,4,4,3,4,1,4,4,5,3,3,2,2,3,3
"1891",5,4,2,4,4,4,2,4,2,4,4,2,4,2,2,3,4,3,4,2,2,4,2
"1892",4,3,2,4,4,4,4,3,3,4,4,4,5,4,4,4,4,4,3,4,4,3,3
"1893",3,5,4,2,2,4,3,2,1,4,4,3,3,3,3,3,2,3,4,4,3,3,3
"1894",4,4,3,3,4,3,3,4,2,3,5,3,5,3,4,4,4,4,4,3,3,3,2
"1895",4,5,2,3,4,5,4,4,5,4,4,4,4,5,4,4,4,5,4,3,4,5,2
"1896",4,4,4,4,5,5,2,4,2,4,5,3,5,4,4,3,4,4,4,2,2,3,2
"1897",3,3,4,3,2,3,2,3,3,4,4,3,4,2,3,2,3,2,4,2,1,5,3
"1898",4,4,3,4,3,4,4,4,4,3,4,3,4,4,3,3,4,4,2,2,4,3,2
"1899",4,4,3,4,2,4,3,4,2,3,4,2,2,3,3,2,3,2,4,2,4,3,3
"1900",2,5,5,2,2,4,4,4,3,4,3,2,3,2,3,3,3,2,2,1,3,3,4
"1901",4,5,5,4,2,4,4,3,4,4,4,3,4,3,3,3,3,3,4,3,2,2,4
"1902",3,5,3,1,4,4,2,4,3,5,5,3,4,1,4,1,3,3,2,3,2,3,1
"1903",3,5,5,3,3,4,2,3,3,4,3,2,3,3,2,3,2,3,5,2,2,3,2
"1904",3,4,5,3,3,3,2,1,1,4,2,1,3,2,1,2,2,2,4,1,2,2,1
"1905",2,5,5,2,4,1,2,1,2,4,1,1,1,1,2,3,4,1,5,1,2,3,2
"1906",5,4,3,3,3,5,4,4,5,4,4,3,4,3,4,4,4,4,3,2,2,2,2
"1907",3,5,3,4,5,5,4,3,5,5,3,3,3,3,3,3,3,4,5,2,3,3,1
"1908",4,5,5,2,4,5,3,4,4,3,4,3,2,1,2,2,3,3,3,2,3,4,3
"1909",4,5,4,4,4,3,3,4,4,3,4,4,3,3,4,3,4,4,3,3,2,3,3
"1910",4,5,5,3,4,3,3,4,5,2,4,3,4,3,4,4,4,3,4,2,2,4,3
"1911",3,4,3,2,2,3,2,3,4,4,3,2,3,3,2,4,2,4,2,3,3,2,2
"1912",3,5,4,2,3,2,3,4,5,3,4,3,3,2,2,3,3,1,4,2,2,4,2
"1913",4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,2,2,3,2
"1914",3,5,5,2,2,5,2,3,5,4,2,1,3,1,5,3,3,2,5,1,1,3,4
"1915",4,5,4,3,4,2,2,2,3,4,2,3,3,3,2,3,2,4,5,1,3,4,4
"1916",4,4,2,3,3,3,2,1,2,4,2,3,3,4,3,2,3,3,2,4,3,3,2
"1917",3,5,3,4,4,4,2,4,1,4,3,4,4,2,1,3,4,5,5,1,3,4,1
"1918",4,5,5,2,4,2,2,4,5,4,2,3,3,3,2,2,2,2,3,1,1,3,3
"1919",4,5,4,5,3,4,4,2,3,4,3,2,3,3,4,3,3,3,4,1,2,3,4
"1920",5,5,5,5,5,5,4,2,5,4,3,3,4,2,1,3,3,4,5,1,3,4,1
"1921",4,4,3,3,4,4,4,3,3,4,4,3,4,4,3,4,3,4,5,3,3,3,3
"1922",3,4,2,4,2,3,3,5,3,5,5,4,4,3,4,3,5,5,4,4,4,4,5
"1923",2,5,5,1,1,3,3,1,5,4,2,1,2,1,1,1,1,3,5,1,1,3,2
"1924",4,5,4,3,3,5,3,3,3,4,4,2,4,3,3,3,4,4,5,1,3,2,2
"1925",4,4,2,3,4,3,4,4,2,3,4,3,4,5,4,4,3,3,2,2,4,2,2
"1926",4,5,3,4,4,5,4,4,2,5,5,3,4,5,4,4,4,4,5,3,4,4,2
"1927",4,5,3,3,3,5,3,4,5,4,4,3,5,4,3,3,3,4,2,3,4,4,2
"1928",2,4,4,3,2,2,2,4,4,4,3,1,1,2,3,2,3,1,5,1,2,4,4
"1929",4,5,3,4,4,4,3,4,2,4,4,4,4,3,3,3,4,3,5,2,2,5,3
"1930",4,5,4,4,2,4,4,4,4,4,3,2,4,3,2,4,2,4,4,2,4,3,2
"1931",5,3,2,3,3,3,3,5,3,4,5,4,5,3,4,5,5,4,2,4,4,2,2
"1932",4,5,3,4,4,4,4,4,4,4,4,3,4,4,3,3,4,5,2,3,4,2,4
"1933",2,5,5,1,2,2,3,2,2,5,4,2,2,1,1,2,2,2,2,1,3,5,5
"1934",4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,2
"1935",2,4,3,2,4,2,3,2,2,3,2,3,3,2,4,2,2,2,2,2,3,2,2
"1936",4,4,3,3,3,4,3,4,4,4,4,4,3,3,4,3,4,3,3,2,3,4,3
"1937",3,5,4,3,2,3,2,4,3,3,4,3,4,4,4,3,3,4,5,1,1,3,2
"1938",3,5,2,4,4,4,4,4,5,3,4,4,4,2,4,5,4,4,2,2,3,4,2
"1939",4,2,2,5,4,4,4,4,3,4,4,4,4,4,3,4,4,4,2,4,4,2,2
"1940",4,4,3,4,2,4,2,4,2,4,4,4,4,4,4,2,4,4,4,1,2,2,2
"1941",4,5,4,2,3,4,4,4,5,4,4,3,4,4,2,2,3,4,4,2,2,4,4
"1942",5,5,1,5,4,2,3,4,3,4,4,1,2,3,2,4,4,4,5,3,3,3,2
"1943",5,3,2,5,3,5,4,4,3,5,5,5,4,3,3,5,4,5,3,3,4,3,2
"1944",3,4,4,3,3,3,2,4,2,4,4,2,2,3,3,4,4,3,3,2,2,3,3
"1945",4,5,3,4,4,4,4,4,2,4,4,3,4,4,4,4,4,4,2,3,4,3,1
"1946",3,5,3,3,2,2,3,3,3,2,3,3,2,3,1,2,4,2,5,2,2,3,3
"1947",4,5,4,3,3,2,2,3,1,4,3,2,4,4,3,3,3,3,5,1,2,5,1
"1948",5,5,4,5,4,5,4,4,3,3,4,3,3,3,3,3,3,5,3,2,3,2,2
"1949",2,5,3,3,3,2,2,4,4,4,2,3,2,3,3,3,3,2,4,2,2,4,2
"1950",3,5,5,2,3,2,2,4,5,3,4,1,3,2,4,3,4,2,5,1,1,4,2
"1951",4,5,3,4,3,5,4,5,3,4,5,3,4,4,4,4,5,5,4,3,3,4,4
"1952",4,3,4,3,1,4,2,4,3,4,4,1,2,2,4,3,4,1,4,1,1,3,3
"1953",5,4,3,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,3,3,4,5,3
"1954",4,5,3,3,2,4,3,3,4,3,3,3,4,4,3,3,3,3,3,2,3,4,4
"1955",4,5,5,4,4,5,4,3,2,4,3,3,5,4,2,4,4,5,1,1,2,4,3
"1956",4,4,3,4,4,5,3,4,1,4,3,4,4,4,3,4,5,4,3,2,4,4,2
"1957",5,4,2,4,4,5,3,4,2,4,5,4,4,4,4,4,4,5,3,5,4,3,4
"1958",2,4,5,3,2,5,3,4,3,3,3,3,2,2,4,2,4,3,3,1,4,2,1
"1959",3,5,4,2,2,1,1,2,3,2,3,2,3,1,2,3,2,2,4,3,1,4,1
"1960",4,4,2,3,2,3,2,3,2,4,4,4,4,4,3,3,3,4,4,2,2,4,3
"1961",4,5,5,4,5,4,1,2,1,1,2,1,4,1,1,1,1,1,4,1,1,4,4
"1962",3,4,3,2,4,5,5,5,2,4,4,4,5,4,4,4,4,5,2,3,4,2,2
